Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2016Q4,E3,Some college or Associate degree,0.067
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q3,62,Health Care and Social Assistance,7516
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q3,62,Health Care and Social Assistance,6705
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q3,62,Health Care and Social Assistance,8816
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2015Q4,E5,Educational attainment not available (workers aged 24 or younger),0.219,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2016Q4,E5,Educational attainment not available (workers aged 24 or younger),0.21,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2017Q4,E5,Educational attainment not available (workers aged 24 or younger),0.213,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2018Q4,E5,Educational attainment not available (workers aged 24 or younger),0.206,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2019Q4,E5,Educational attainment not available (workers aged 24 or younger),0.261,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2020Q4,E5,Educational attainment not available (workers aged 24 or younger),0.238,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2021Q4,E5,Educational attainment not available (workers aged 24 or younger),0,
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q4,62,Health Care and Social Assistance,6596
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q4,62,Health Care and Social Assistance,6288
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q4,62,Health Care and Social Assistance,6464
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q4,62,Health Care and Social Assistance,6751
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q4,62,Health Care and Social Assistance,7412
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q4,62,Health Care and Social Assistance,5365
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q4,62,Health Care and Social Assistance,0
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q1,62,Health Care and Social Assistance,5.8999999999999995
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q1,62,Health Care and Social Assistance,7.1
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q1,62,Health Care and Social Assistance,7.199999999999999
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q2,62,Health Care and Social Assistance,6.6000000000000005
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q2,62,Health Care and Social Assistance,6.4
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q2,62,Health Care and Social Assistance,6.4
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q2,62,Health Care and Social Assistance,6.7
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q2,62,Health Care and Social Assistance,6.6000000000000005
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q2,62,Health Care and Social Assistance,7.000000000000001
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q2,62,Health Care and Social Assistance,7.3999999999999995
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q3,62,Health Care and Social Assistance,6.1
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q3,62,Health Care and Social Assistance,6.2
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q3,62,Health Care and Social Assistance,6.3
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q3,62,Health Care and Social Assistance,6.5
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q3,62,Health Care and Social Assistance,6.9
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q3,62,Health Care and Social Assistance,6.1
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q4,62,Health Care and Social Assistance,6.7
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q4,62,Health Care and Social Assistance,6.800000000000001
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q4,62,Health Care and Social Assistance,6.4
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q4,62,Health Care and Social Assistance,6.3
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q4,62,Health Care and Social Assistance,7.8
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q4,62,Health Care and Social Assistance,6.4
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q4,62,Health Care and Social Assistance,0
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q1,62,Health Care and Social Assistance,71251
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q1,62,Health Care and Social Assistance,72185
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q1,62,Health Care and Social Assistance,73368
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q1,62,Health Care and Social Assistance,72479
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q1,62,Health Care and Social Assistance,73379
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q1,62,Health Care and Social Assistance,74239
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q1,62,Health Care and Social Assistance,73669
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q2,62,Health Care and Social Assistance,72979
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q2,62,Health Care and Social Assistance,72009
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q2,62,Health Care and Social Assistance,73649
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q2,62,Health Care and Social Assistance,73165
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q2,62,Health Care and Social Assistance,73881
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q2,62,Health Care and Social Assistance,73101
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q2,62,Health Care and Social Assistance,74403
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q3,62,Health Care and Social Assistance,71803
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q3,62,Health Care and Social Assistance,72804
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q3,62,Health Care and Social Assistance,74169
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q3,62,Health Care and Social Assistance,73382
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q3,62,Health Care and Social Assistance,74356
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q3,62,Health Care and Social Assistance,71437
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q3,62,Health Care and Social Assistance,74363
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q4,62,Health Care and Social Assistance,70933
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q4,62,Health Care and Social Assistance,73189
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q4,62,Health Care and Social Assistance,74170
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q4,62,Health Care and Social Assistance,73522
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q4,62,Health Care and Social Assistance,74698
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q4,62,Health Care and Social Assistance,71854
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q4,62,Health Care and Social Assistance,74503
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q1,56,Administrative and Support and Waste Management and Remediation Services,2599
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q1,56,Administrative and Support and Waste Management and Remediation Services,2584
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q1,56,Administrative and Support and Waste Management and Remediation Services,2719
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q1,56,Administrative and Support and Waste Management and Remediation Services,2929
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q1,56,Administrative and Support and Waste Management and Remediation Services,3102
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q1,56,Administrative and Support and Waste Management and Remediation Services,3739
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q1,56,Administrative and Support and Waste Management and Remediation Services,4062
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q2,56,Administrative and Support and Waste Management and Remediation Services,2657
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q2,56,Administrative and Support and Waste Management and Remediation Services,2715
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q2,56,Administrative and Support and Waste Management and Remediation Services,2829
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q2,56,Administrative and Support and Waste Management and Remediation Services,3015
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q2,56,Administrative and Support and Waste Management and Remediation Services,3211
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q2,56,Administrative and Support and Waste Management and Remediation Services,3609
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q2,56,Administrative and Support and Waste Management and Remediation Services,4328
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q3,56,Administrative and Support and Waste Management and Remediation Services,2766
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q3,56,Administrative and Support and Waste Management and Remediation Services,2875
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q3,56,Administrative and Support and Waste Management and Remediation Services,2840
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q3,56,Administrative and Support and Waste Management and Remediation Services,3020
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q3,56,Administrative and Support and Waste Management and Remediation Services,3183
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q3,56,Administrative and Support and Waste Management and Remediation Services,3880
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q3,56,Administrative and Support and Waste Management and Remediation Services,4231
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q4,56,Administrative and Support and Waste Management and Remediation Services,2959
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q4,56,Administrative and Support and Waste Management and Remediation Services,2823
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q4,56,Administrative and Support and Waste Management and Remediation Services,2861
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q4,56,Administrative and Support and Waste Management and Remediation Services,3146
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q4,56,Administrative and Support and Waste Management and Remediation Services,3509
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q4,56,Administrative and Support and Waste Management and Remediation Services,4338
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q4,56,Administrative and Support and Waste Management and Remediation Services,0
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q1,56,Administrative and Support and Waste Management and Remediation Services,-396
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q1,56,Administrative and Support and Waste Management and Remediation Services,-2271
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q1,56,Administrative and Support and Waste Management and Remediation Services,-720
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q1,56,Administrative and Support and Waste Management and Remediation Services,-500
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q1,56,Administrative and Support and Waste Management and Remediation Services,-291
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q1,56,Administrative and Support and Waste Management and Remediation Services,-4660
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q1,56,Administrative and Support and Waste Management and Remediation Services,688
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q2,56,Administrative and Support and Waste Management and Remediation Services,1323
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q2,56,Administrative and Support and Waste Management and Remediation Services,1095
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q2,56,Administrative and Support and Waste Management and Remediation Services,1344
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q2,56,Administrative and Support and Waste Management and Remediation Services,894
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q2,56,Administrative and Support and Waste Management and Remediation Services,599
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q2,56,Administrative and Support and Waste Management and Remediation Services,-1244
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q2,56,Administrative and Support and Waste Management and Remediation Services,1604
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q3,56,Administrative and Support and Waste Management and Remediation Services,1453
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q3,56,Administrative and Support and Waste Management and Remediation Services,643
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q3,56,Administrative and Support and Waste Management and Remediation Services,461
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q3,56,Administrative and Support and Waste Management and Remediation Services,655
