2015,Employment Status By Disability Status,Employed,Disabled,"Anne Arundel County, Maryland",11771,,,,
2016,Unemployment By Veteran Status,,Veteran,"Anne Arundel County, Maryland",3.5,0.035
2017,Unemployment By Veteran Status,,Veteran,"Anne Arundel County, Maryland",2.9,0.028999999999999998
2018,Employment Status By Disability Status,Employed,Disabled,"Anne Arundel County, Maryland",13555,,,,
2018,Employment Status By Education,Employed,Some College,"Anne Arundel County, Maryland",67048,
2016,Employment Status By Education,Employed,Some College,"Anne Arundel County, Maryland",67314,
2020,Employment Status By Education,Employed,Some College,"Anne Arundel County, Maryland",67302,
2017,Employment Status By Education,Employed,Some College,"Anne Arundel County, Maryland",67620,
2020,Employment Status By Education,Employed,Less than Highschool,"Anne Arundel County, Maryland",10403,
2015,Employment Status By Education,Unemployed,Some College,"Anne Arundel County, Maryland",3828,
2016,Employment Status By Education,Unemployed,Less than Highschool,"Anne Arundel County, Maryland",1711,
2020,Employment Status By Education,Unemployed,Less than Highschool,"Anne Arundel County, Maryland",606,
2017,Employment Status By Education,Unemployed,Some College,"Anne Arundel County, Maryland",2835,
2017,Employment Status By Education,Unemployed,Less than Highschool,"Anne Arundel County, Maryland",1497,
2018,Employment Status By Education,Unemployed,Some College,"Anne Arundel County, Maryland",2803,
2019,Employment Status By Education,Unemployed,Some College,"Anne Arundel County, Maryland",2390,
2020,Employment Status By Education,Unemployed,Some College,"Anne Arundel County, Maryland",2271,
2016,Employment Status By Education,NIL,Some College,"Anne Arundel County, Maryland",16037,
2015,Employment Status By Education,NIL,Some College,"Anne Arundel County, Maryland",15653,
2017,Employment Status By Education,NIL,Some College,"Anne Arundel County, Maryland",15786,
2016,Unemployment By Race,,Asian,"Anne Arundel County, Maryland",4.6,0.046
2018,Employment Status By Education,NIL,Some College,"Anne Arundel County, Maryland",15344,
2017,Unemployment By Race,,Asian,"Anne Arundel County, Maryland",4.5,0.045
2019,Employment Status By Education,NIL,Less than Highschool,"Anne Arundel County, Maryland",7917,
2015,Employment Status By Education,NIL,Less than Highschool,"Anne Arundel County, Maryland",7758,
2020,Employment Status By Education,NIL,Less than Highschool,"Anne Arundel County, Maryland",7539,
2020,Unemployment By Race,,Asian,"Anne Arundel County, Maryland",4.2,0.042
2018,Unemployment By Veteran Status,,Non Veteran,"Anne Arundel County, Maryland",4.7,0.047
2019,Unemployment By Race,,White,"Anne Arundel County, Maryland",3.8,0.038
2018,Unemployment By Race,,White,"Anne Arundel County, Maryland",4.2,0.042
2015,Unemployment By Race,,White,"Anne Arundel County, Maryland",5.4,0.054000000000000006
2020,Unemployment By Race,,White,"Anne Arundel County, Maryland",3.7,0.037000000000000005
2016,Unemployment By Race,,Black,"Anne Arundel County, Maryland",8.1,0.081
2017,Unemployment By Race,,Black,"Anne Arundel County, Maryland",7.6,0.076
2018,Unemployment By Race,,Black,"Anne Arundel County, Maryland",6.7,0.067
2019,Unemployment By Race,,Black,"Anne Arundel County, Maryland",5.5,0.055
2020,Unemployment By Race,,Black,"Anne Arundel County, Maryland",5.9,0.059000000000000004
2018,Unemployment By Veteran Status,,Veteran,"Anne Arundel County, Maryland",2.9,0.028999999999999998
2019,Unemployment By Veteran Status,,Veteran,"Anne Arundel County, Maryland",2.4,0.024
2020,Unemployment By Veteran Status,,Veteran,"Anne Arundel County, Maryland",2.3,0.023
2015,Employment Status By Education,Employed,Some College,"Anne Arundel County, Maryland",68141,
2016,Employment Status By Education,Unemployed,Some College,"Anne Arundel County, Maryland",3290,
2019,Employment Status By Education,Employed,Some College,"Anne Arundel County, Maryland",66176,
2019,Employment Status By Education,NIL,Some College,"Anne Arundel County, Maryland",14687,
2020,Employment Status By Education,NIL,Some College,"Anne Arundel County, Maryland",14606,
2015,Unemployment By Race,,Asian,"Anne Arundel County, Maryland",5.3,0.053
2018,Unemployment By Race,,Asian,"Anne Arundel County, Maryland",3.5,0.035
2019,Unemployment By Race,,Asian,"Anne Arundel County, Maryland",3.4,0.034
2016,Unemployment By Race,,White,"Anne Arundel County, Maryland",5.1,0.051
2017,Unemployment By Race,,White,"Anne Arundel County, Maryland",4.7,0.047
2015,Unemployment By Race,,Black,"Anne Arundel County, Maryland",8.6,0.086
2017,SNAP Recipient Workers,,,"Baltimore City, Maryland",66264,,,,,
2018,SNAP Recipient Workers,,,"Baltimore City, Maryland",63130,,,,,
2019,SNAP Recipient Workers,,,"Baltimore City, Maryland",63809,,,,,
2020,SNAP Recipient Workers,,,"Baltimore City, Maryland",61979,,,,,
2017,SNAP Recipient Workers by Percentage,,,"Baltimore City, Maryland",0.26006,26.0059,,,,
2018,SNAP Recipient Workers by Percentage,,,"Baltimore City, Maryland",0.26471,26.4714,,,,
2019,SNAP Recipient Workers by Percentage,,,"Baltimore City, Maryland",0.26533,26.5331,,,,
2020,SNAP Recipient Workers by Percentage,,,"Baltimore City, Maryland",0.26922,26.9223,,,,
2015,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore City, Maryland",19801,,,,
2016,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore City, Maryland",19626,,,,
2017,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore City, Maryland",18335,,,,
2018,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore City, Maryland",17385,,,,
2019,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore City, Maryland",18608,,,,
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore City, Maryland",276423,,,,
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore City, Maryland",274897,,,,
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore City, Maryland",274239,,,,
2018,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore City, Maryland",272849,,,,
2019,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore City, Maryland",270041,,,,
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore City, Maryland",39355,,,,
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore City, Maryland",36552,,,,
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore City, Maryland",33259,,,,
2018,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore City, Maryland",31236,,,,
2019,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore City, Maryland",28612,,,,
2015,Median Household Income,,,"Baltimore City, Maryland",42241,,,,,,
2016,Median Household Income,,,"Baltimore City, Maryland",44262,,,,,,
2017,Median Household Income,,,"Baltimore City, Maryland",46641,,,,,,
2018,Median Household Income,,,"Baltimore City, Maryland",48840,,,,,,
2019,Median Household Income,,,"Baltimore City, Maryland",50379,,,,,,
2015,Total Population,,,"Baltimore City, Maryland",622454,,,,,
2020,Median Household Income,,,"Baltimore City, Maryland",52164,,,,,,
2016,Total Population,,,"Baltimore City, Maryland",621000,,,,,
2017,Total Population,,,"Baltimore City, Maryland",619796,,,,,
2018,Total Population,,,"Baltimore City, Maryland",614700,,,,,
2019,Total Population,,,"Baltimore City, Maryland",609032,,,,,
2015,Unemployment By Gender,,Male,"Baltimore City, Maryland",13.4,0.134
2020,Total Population,,,"Baltimore City, Maryland",602274,,,,,
2016,Unemployment By Gender,,Male,"Baltimore City, Maryland",12.1,0.121
2018,Unemployment By Gender,,Male,"Baltimore City, Maryland",9.6,0.096
2017,Unemployment By Gender,,Male,"Baltimore City, Maryland",10.8,0.10800000000000001
2019,Unemployment By Gender,,Male,"Baltimore City, Maryland",8.2,0.08199999999999999
2016,Employment Status By Disability Status,Unemployed,Disabled,"Baltimore City, Maryland",5164,,,,
2015,Employment Status By Disability Status,Unemployed,Disabled,"Baltimore City, Maryland",5703,,,,
2020,Unemployment By Gender,,Male,"Baltimore City, Maryland",7.6,0.076
2017,Employment Status By Disability Status,Unemployed,Disabled,"Baltimore City, Maryland",4140,,,,
2018,Employment Status By Disability Status,Unemployed,Disabled,"Baltimore City, Maryland",3668,,,,
2019,Employment Status By Disability Status,Unemployed,Disabled,"Baltimore City, Maryland",3422,,,,
2020,Employment Status By Disability Status,Unemployed,Disabled,"Baltimore City, Maryland",3506,,,,
2015,Unemployment By Race,,Hispanic,"Baltimore City, Maryland",8.8,0.08800000000000001
2016,Unemployment By Race,,Hispanic,"Baltimore City, Maryland",7.3,0.073
2018,Unemployment By Race,,Hispanic,"Baltimore City, Maryland",6.4,0.064
2017,Unemployment By Race,,Hispanic,"Baltimore City, Maryland",6.3,0.063
2019,Unemployment By Race,,Hispanic,"Baltimore City, Maryland",7,0.07
2015,Unemployment By Gender,,Female,"Baltimore City, Maryland",11.8,0.11800000000000001
2016,Unemployment By Gender,,Female,"Baltimore City, Maryland",10.1,0.10099999999999999
2020,Unemployment By Race,,Hispanic,"Baltimore City, Maryland",6.5,0.065
2017,Unemployment By Gender,,Female,"Baltimore City, Maryland",8.5,0.085
2019,Unemployment By Gender,,Female,"Baltimore City, Maryland",7.7,0.077
2018,Unemployment By Gender,,Female,"Baltimore City, Maryland",8,0.08
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Baltimore City, Maryland",32979,,,,
2020,Unemployment By Gender,,Female,"Baltimore City, Maryland",6.7,0.067
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Baltimore City, Maryland",28582,,,,
2019,Employment Status By Disability Status,Unemployed,Non Disabled,"Baltimore City, Maryland",20682,,,,
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Baltimore City, Maryland",25161,,,,
2018,Employment Status By Disability Status,Unemployed,Non Disabled,"Baltimore City, Maryland",23032,,,,
2020,Employment Status By Disability Status,Unemployed,Non Disabled,"Baltimore City, Maryland",18180,,,,
2015,Employment Status By Disability Status,Employed,Non Disabled,"Baltimore City, Maryland",243444,
2016,Employment Status By Disability Status,Employed,Non Disabled,"Baltimore City, Maryland",246315,
2017,Employment Status By Disability Status,Employed,Non Disabled,"Baltimore City, Maryland",249078,
2018,Employment Status By Disability Status,Employed,Non Disabled,"Baltimore City, Maryland",249817,
2019,Employment Status By Disability Status,Employed,Non Disabled,"Baltimore City, Maryland",249359,
2020,Employment Status By Disability Status,Employed,Non Disabled,"Baltimore City, Maryland",249751,
2015,Employment Status By Education,Employed,Bachelor's or Higher,"Baltimore City, Maryland",90904,
2016,Employment Status By Education,Employed,Bachelor's or Higher,"Baltimore City, Maryland",94806,
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Baltimore City, Maryland",97409,
2018,Employment Status By Education,Employed,Bachelor's or Higher,"Baltimore City, Maryland",99211,
2019,Employment Status By Education,Employed,Bachelor's or Higher,"Baltimore City, Maryland",101059,
2020,Employment Status By Education,Employed,Bachelor's or Higher,"Baltimore City, Maryland",103239,
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Baltimore City, Maryland",3401,
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"Baltimore City, Maryland",3157,
2018,Employment Status By Education,Unemployed,Bachelor's or Higher,"Baltimore City, Maryland",2794,
2019,Employment Status By Education,Unemployed,Bachelor's or Higher,"Baltimore City, Maryland",2619,
2017,Employment Status By Education,Unemployed,Bachelor's or Higher,"Baltimore City, Maryland",2940,
2020,Employment Status By Education,Unemployed,Bachelor's or Higher,"Baltimore City, Maryland",2672,
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Baltimore City, Maryland",11603,
2015,Employment Status By Education,Employed,Highschool,"Baltimore City, Maryland",57632,
2020,Employment Status By Education,NIL,Bachelor's or Higher,"Baltimore City, Maryland",11337,
2017,Employment Status By Education,NIL,Bachelor's or Higher,"Baltimore City, Maryland",12112,
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Baltimore City, Maryland",11579,
2018,Employment Status By Education,NIL,Bachelor's or Higher,"Baltimore City, Maryland",12005,
2019,Employment Status By Education,NIL,Bachelor's or Higher,"Baltimore City, Maryland",12025,
2016,Employment Status By Education,Employed,Highschool,"Baltimore City, Maryland",57493,
2018,Employment Status By Education,Employed,Highschool,"Baltimore City, Maryland",59367,
2017,Employment Status By Education,Employed,Highschool,"Baltimore City, Maryland",58918,
2015,Employment Status By Education,Unemployed,Highschool,"Baltimore City, Maryland",11257,
2019,Employment Status By Education,Employed,Highschool,"Baltimore City, Maryland",58014,
2020,Employment Status By Education,Employed,Highschool,"Baltimore City, Maryland",56305,
2016,Employment Status By Education,Unemployed,Highschool,"Baltimore City, Maryland",10102,
2018,Employment Status By Education,Unemployed,Highschool,"Baltimore City, Maryland",8323,
2019,Employment Status By Education,Unemployed,Highschool,"Baltimore City, Maryland",7109,
2020,Employment Status By Education,Unemployed,Highschool,"Baltimore City, Maryland",6049,
2015,Employment Status By Education,NIL,Highschool,"Baltimore City, Maryland",33388,
2019,Employment Status By Education,NIL,Highschool,"Baltimore City, Maryland",33146,
2018,Employment Status By Education,NIL,Highschool,"Baltimore City, Maryland",33570,
2020,Employment Status By Education,NIL,Highschool,"Baltimore City, Maryland",32485,
2017,Employment Status By Education,Unemployed,Highschool,"Baltimore City, Maryland",9039,
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Baltimore City, Maryland",22263,
2016,Employment Status By Education,NIL,Highschool,"Baltimore City, Maryland",33529,
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Baltimore City, Maryland",20819,
2018,Employment Status By Poverty Status,Employed,Below Poverty,"Baltimore City, Maryland",19950,
2017,Employment Status By Education,NIL,Highschool,"Baltimore City, Maryland",33104,
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Baltimore City, Maryland",21673,
2019,Employment Status By Poverty Status,Employed,Below Poverty,"Baltimore City, Maryland",18548,
2020,Employment Status By Poverty Status,Employed,Below Poverty,"Baltimore City, Maryland",17746,
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Baltimore City, Maryland",17092,
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Baltimore City, Maryland",14879,
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Baltimore City, Maryland",12440,
2018,Employment Status By Poverty Status,Unemployed,Below Poverty,"Baltimore City, Maryland",11286,
2019,Employment Status By Poverty Status,Unemployed,Below Poverty,"Baltimore City, Maryland",10064,
2020,Employment Status By Poverty Status,Unemployed,Below Poverty,"Baltimore City, Maryland",8927,
2016,Employment Status By Disability Status,Employed,Disabled,"Baltimore City, Maryland",14462,,,,
2015,Employment Status By Disability Status,Employed,Disabled,"Baltimore City, Maryland",14098,,,,
2018,Employment Status By Disability Status,Employed,Disabled,"Baltimore City, Maryland",13717,,,,
2017,Employment Status By Disability Status,Employed,Disabled,"Baltimore City, Maryland",14195,,,,
2019,Employment Status By Disability Status,Employed,Disabled,"Baltimore City, Maryland",15186,,,,
2020,Employment Status By Disability Status,Employed,Disabled,"Baltimore City, Maryland",15802,,,,
2015,Employment Status By Education,Employed,Less than Highschool,"Baltimore City, Maryland",18604,
2016,Employment Status By Education,Employed,Less than Highschool,"Baltimore City, Maryland",18507,
2017,Employment Status By Education,Employed,Less than Highschool,"Baltimore City, Maryland",17980,
2018,Employment Status By Education,Employed,Less than Highschool,"Baltimore City, Maryland",17278,
2019,Employment Status By Education,Employed,Less than Highschool,"Baltimore City, Maryland",16746,
2020,Employment Status By Education,Employed,Less than Highschool,"Baltimore City, Maryland",16730,
2015,Employment Status By Education,Unemployed,Less than Highschool,"Baltimore City, Maryland",6223,
2016,Employment Status By Education,Unemployed,Less than Highschool,"Baltimore City, Maryland",5177,
2017,Employment Status By Education,Unemployed,Less than Highschool,"Baltimore City, Maryland",4318,
2018,Employment Status By Education,Unemployed,Less than Highschool,"Baltimore City, Maryland",3881,
2019,Employment Status By Education,Unemployed,Less than Highschool,"Baltimore City, Maryland",3475,
2020,Employment Status By Education,Unemployed,Less than Highschool,"Baltimore City, Maryland",3130,
2015,Employment Status By Education,NIL,Less than Highschool,"Baltimore City, Maryland",25385,
2016,Employment Status By Education,NIL,Less than Highschool,"Baltimore City, Maryland",24350,
